language,url,date,crawled_from,label_combined,label_relevance,label_aid_sec,label_education,label_health,label_protection,label_food_sec
english,https://apnews.com/article/colombia-caribbean-d846523bfb03567b43f1514617fd7031,2021-08-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,['education'],True,False,True,False,False,
english,https://apnews.com/article/colombia-f83978496b9571bcbed85b0cf92a22c2,2021-08-19 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/colombia-violence-caribbean-united-nations-massacres-49272f74176aa4bf6faff45ea3a62314,2021-12-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/colombia-violence-caribbean-united-nations-revolutionary-armed-forces-of-0a347381ccd2457408bb901ba6dcef64,2022-07-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/constitutions-latin-america-daniel-ortega-nicaragua-laws-ae9ae981fc8523e56e4e9f1710efac4a,2021-01-19 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-africa-health-coronavirus-vaccine-601ac7f397fe20562505b9b1f5bc3b32,2021-09-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-europe-general-elections-elections-a782a6c1512f739795aebec3c5af4a0a,2021-11-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-health-caribbean-puerto-rico-97e5743a09f1a9c7c2d64158308730c4,2022-01-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,['health'],True,False,False,True,False,
english,https://apnews.com/article/coronavirus-pandemic-business-health-japan-pandemics-3e5263ea2c7d146090edc84c438a8104,2022-02-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-health-lifestyle-tokyo-6a1fd2f09952d4320d35068825f0659b,2022-01-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-health-mexico-caribbean-de5c1b0d053b50e4e6f48136e4544ab6,2021-12-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-business-health-middle-east-africa-386c8ee45123e7bea212e14cc106adc2,2021-11-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-coronavirus-vaccine-mexico-b7ae55e1e0c8371de93a9fff1faf3ec2,2021-01-19 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-europe-health-pandemics-germany-9774ff30b7d22f235fe6086d04e56a52,2021-11-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-africa-antony-blinken-senegal-29f3b461a2898f6a03cdde110606194a,2021-11-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-business-elections-france-e898301e530bf73f3f02bb854b9361c0,2021-11-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,['education' 'health'],True,False,True,True,False,
english,https://apnews.com/article/coronavirus-pandemic-health-china-hong-kong-2f6cf36849799aa67cd8ee8d4f5bfd64,2022-02-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-covid-19-pandemic-brazil-rio-de-janeiro-f56e083377c4153fa16a231dfa9a24af,2022-03-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-europe-pandemics-strikes-bf6421e03e7d88e207d7d716742e0209,2022-01-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,['education'],True,False,True,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-fires-australia-new-zealand-0c62a47327d6182d965169f15b24da37,2021-12-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-mexico-cuba-4bd1e6de3effdefcf82af37faa2fbd96,2021-12-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-middle-east-africa-egypt-19e1fac1cc1650a38f9d66463004bab8,2021-12-18 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-middle-east-canada-israel-689d0084dc4b2c48df86902b096343ab,2021-12-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-middle-east-israel-a70fb6acb9295d6bd2f4526b195ea7e2,2021-12-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-middle-east-israel-naftali-bennett-b627f18ac261ac0bd6693b8c7a91b9ac,2022-02-17 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-middle-east-israel-pandemics-e562927c4bfbf4fca1c35f0e1f9bb5e1,2022-01-05 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-new-zealand-blockades-wellington-fe060922642bd9d250411991037e2b74,2022-02-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-ontario-canada-ottawa-11427b8b224678f6373d9a229117bf60,2022-02-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-philippines-manila-rodrigo-duterte-b46b4edba3c75dfe8ef8a40430dab78e,2022-02-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-religion-europe-eastern-europe-2c9668cdc75b37ed140345405fcc3f54,2021-10-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-health-religion-iran-covid-19-pandemic-5550f19600d3cbb26469749088be7ec6,2021-10-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-immigration-africa-lesotho-south-africa-65e429a5f1fcb874e9a2c00227d96865,2021-02-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-latin-america-mexico-5df8947932e09b3f19a551c20ccb0b09,2021-03-31 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-latin-america-mexico-c0577354d8b8705d1f651195270cb908,2021-03-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-latin-america-mexico-ea17e2081fc741eeb3e20375fff2883e,2021-01-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-lifestyle-business-mexico-health-b9a013c190ef8436ee20c427db217301,2021-10-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-lifestyle-health-travel-abu-dhabi-f88372c87020a1fe0fc74898aa7cce69,2022-01-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-lifestyle-health-travel-holidays-c457950607b6633170231b2f095223d3,2021-12-21 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-lifestyle-health-travel-middle-east-6c9817f74bea07cd0f3776ddb78dcf8c,2021-12-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-lifestyle-travel-israel-pandemics-527d32ac732200f381c0b9e9615bfffd,2021-11-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-mexico-city-mexico-2308703c65aba83fd2f9ed810796c7b6,2021-01-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-mexico-city-mexico-2d2d0442a0d347057b86ff9ab9ff6af7,2021-04-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-mexico-city-mexico-79df3eb80f44c6a039ab035490e27445,2021-01-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-novak-djokovic-sports-health-australia-3e4fd65e0ac87c85e6fcc6b968a62869,2022-01-12 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-sports-business-caribbean-pandemics-7bdcdb72af74cd1e7d222ee1d6feeb2a,2021-10-18 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-technology-business-nayib-bukele-el-salvador-0d1af0e9ec07e9af5ff3d11601f5e987,2021-10-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/coronavirus-pandemic-travel-health-lifestyle-caribbean-215b060fc3f3089a9d46abc5559d436e,2022-01-04 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/counterterrorism-tunisia-islamic-state-group-suicide-bombings-bombings-1071120385b5c7c752b653598524a1c0,2021-04-02 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/courts-guatemala-city-guatemala-jimmy-morales-united-nations-f4ceabbbc4c8583d94a6094ed583a25d,2021-03-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/courts-mexico-579cba99c39888dc859db73403ced515,2021-04-07 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-business-health-new-zealand-samoa-69d6fd58a22e269a44389642dfa2acd2,2022-03-18 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-health-business-economy-shanghai-00d51808c0e637e749b4fcb60cd101a4,2022-04-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-health-china-carrie-lam-hong-kong-62c8d01817dcf0dc8c40c9b310919e88,2022-03-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-health-china-pandemics-shanghai-2e2a27baef0e6dd2be4d30344b890260,2022-04-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-health-mexico-caribbean-pandemics-dba1dc3b7cf80c464e31a395f2d2b443,2022-04-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/covid-health-sergio-sergio-fajardo-federico-gutierrez-c578bae6d5e47ef2f985089bcaacff73,2022-03-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/crime-caribbean-legislature-nayib-bukele-el-salvador-7e9bad0bfaca93db044b3cbcf921fc29,2022-03-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/crime-caribbean-theft-guillermo-lasso-ecuador-5d44c0f7da095bc4675522e7e1bc565f,2021-10-19 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/crime-money-laundering-nicaragua-daniel-ortega-e213f05d1026897b37c3fda2f4d8c4a9,2022-03-04 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/crime-money-laundering-nicaragua-daniel-ortega-non-governmental-organizations-81885d91d1e13385dfe94a51a0a6f959,2022-03-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dar-es-salaam-health-tanzania-coronavirus-pandemic-arrests-5387517596c544323889b40c9bd608d2,2021-03-15 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dhaka-narendra-modi-india-bangladesh-dfd4e93079efc0a3b4bc5449d128d122,2021-03-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dominican-republic-haitian-woman-raped-son-1536ed3d6f658b4b21d7dad4b722a6eb,2023-09-27 00:00:00.000,https://www.osac.gov/Content/Browse/News,['protection'],True,False,False,False,True,
english,https://apnews.com/article/donald-trump-campaigns-media-social-media-elections-5efc51b4e7f6173eafb50cd42e01dc92,2021-01-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/donald-trump-israel-iran-benjamin-netanyahu-tel-aviv-90439c0d54b65838470257793928d40c,2021-01-15 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/donald-trump-middle-east-iran-united-states-iran-nuclear-82a11f19f1c60c8dd5732533a0b07658,2021-11-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/donald-trump-middle-east-russia-china-iran-0a28a6d76a6da2b9a92baef17674f175,2021-11-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/donald-trump-united-nations-iran-middle-east-business-f9ab572d6eab6bccd93c0c8796fd2702,2021-06-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/drug-cartels-latin-america-mexico-e38ae50ac40f15349137f4ca8b338188,2021-04-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dubai-iran-nuclear-weapons-programs-middle-east-united-arab-emirates-ecd8b6f3ffb329aa1fc566b9f9336038,2021-02-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dubai-iran-saudi-arabia-united-arab-emirates-persian-gulf-tensions-247314c18d4160ead28fcf6358a95dca,2021-01-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dubai-iran-united-arab-emirates-tehran-hassan-rouhani-abecc41b63cef275a2788029ebd277a4,2021-04-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dubai-saudi-arabia-united-arab-emirates-health-coronavirus-pandemic-9b4342376ec520303d10cf7e3c79d74c,2021-02-04 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/dubai-saudi-arabia-united-arab-emirates-jiddah-yemen-a5ceb62fabe31ecc298e0164d54edce6,2021-03-04 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ecuador-guillermo-lasso-coronavirus-pandemic-election-recounts-elections-94a01dfe64520b4b38463850225d7343,2021-02-17 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ecuador-kidnapping-british-businessman-former-consul-ba9c148f10b39071375250119b6c1710,2023-12-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-cairo-accidents-b05234c044b3276257af6ccee48b65b3,2021-03-26 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-coronavirus-pandemic-asia-suez-canal-africa-d8b6696716ab45794cba583ecf0e4001,2021-03-25 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-middle-east-coronavirus-pandemic-shipping-suez-canal-494901d4bf6f06c88e30d56d7f5a86d8,2021-03-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-middle-east-islamic-state-group-police-a9d125242fbe4160b7b66544e7cb11e4,2021-01-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-qatar-israel-gaza-strip-003ed58da1915075d645289043cae8b6,2021-04-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/egypt-suez-canal-48f856c9afed58feb908878c2a495287,2021-03-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ein-hilweh-palestinian-camp-clashes-lebanon-b2f6c398d83d26b97b6a4371eb4346ee,2023-09-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,['protection'],True,False,False,False,True,
english,https://apnews.com/article/el-chapo-wife-arrested-us-drug-charges-70bf4320547802587246adc2bff342c8,2021-02-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/el-salvador-latin-america-san-salvador-e575769d50b66a0f9fcef730c92c3c5f,2021-01-06 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-beijing-hong-kong-de96951a34c56758f3dd31916dd02ef7,2021-09-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-caribbean-arrests-money-laundering-nicaragua-b90b4ccf74ea06b62dc439436f2b5df4,2021-10-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-caribbean-arrests-presidential-elections-nicaragua-f02c3e8c207f698b654e9f2dd4fa3f6f,2021-10-15 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-caribbean-ec81ab3ef3aab696ccc99ddd01cc6887,2021-08-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-caribbean-presidential-elections-haiti-f62239535f9a221103fc76b063f5ae3b,2021-08-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-honduras-caribbean-arrests-presidential-elections-8bac6ba4e903a514eed6f12d79328e79,2021-11-05 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-honduras-caribbean-presidential-elections-tegucigalpa-88a1cba3fe8997ee7741d17eaa8367fb,2021-12-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-honduras-tegucigalpa-ece5365f95420871e5fdf4986d0e1e83,2021-11-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/elections-mexico-caribbean-8fc1d216d7e0ae20e308159ff0cbbcfb,2021-08-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/england-caracas-coronavirus-pandemic-latin-america-united-nations-f6b3a5b42ced443ace7cbdca4fb4deb7,2021-01-24 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/entertainment-business-lebanon-saudi-arabia-beirut-787c1e342e3a46cdb11efc888f71f580,2021-11-02 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/entertainment-europe-middle-east-business-media-51375cc7363711ee80df4a7fab639650,2021-09-03 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/environment-and-nature-storms-puerto-rico-tropical-storms-2fa3bc8ea55e6ed146f4c44406f7492b,2021-08-11 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ethiopia-africa-ded7db6911b7a2f9a6b9d9b785306662,2021-07-01 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ethiopia-ethnic-conflicts-coronavirus-africa-health-37b65b752727e265a735c301e59397f0,2021-05-04 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ethiopia-hunger-strikes-08e21bba29e2a11a0531c35a74a123db,2021-03-09 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ethiopia-tigray-cease-fire-2745f0941cafcfa8fbe4c9f945f0925d,2021-06-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/ethiopia-united-nations-usaid-hunger-68b749c362cec09a4400582da7c13ea9,2023-08-08 00:00:00.000,https://www.osac.gov/Content/Browse/News,['aid-sec'],True,True,False,False,False,
english,https://apnews.com/article/europe-africa-foreign-policy-mali-european-union-4f923cc2209cea3d516b6e15ff020544,2022-03-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-africa-germany-mali-west-africa-686e14d712899f901323896a9623b489,2021-09-16 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-africa-migration-spain-1fac6187fa622816413b1df4d6db54a1,2021-08-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-angela-merkel-coronavirus-pandemic-germany-annegret-kramp-karrenbauer-84f0a45c4d53fdc3cc325a0ed081897c,2021-01-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-business-government-and-politics-fires-environment-and-nature-0701097671f846805860c184b215ff74,2021-07-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-business-health-government-and-politics-france-d25494f4cf4ca6c6d1464188a89ece6f,2021-07-18 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-business-health-migration-d860c552e1aa28f234ffa9d70156996a,2021-08-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-business-russia-media-journalists-623bb16f3bf3b4b5b20e874732a2726f,2021-08-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-colombia-courts-caribbean-united-nations-6bf0cf0d7161d0912b015d2b5df7f70d,2021-09-21 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-elections-africa-somalia-united-nations-0e4bef0fa101a16e3178a968c5fb5110,2021-02-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-england-coronavirus-pandemic-london-coronavirus-vaccine-25f9b27b40d207bb154c34d4a60f6dda,2021-01-02 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-floods-27035c3ea052bca968ed0078b415eb38,2021-07-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-floods-7ddb112f034d10973b766dc028eca88e,2021-07-18 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-government-and-politics-genocides-6821e5d3a71bf86db830fda1e81a6123,2021-07-23 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-health-caribbean-coronavirus-pandemic-guatemala-93a29a04ec9d07394758fb39514c3d0a,2021-07-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-health-caribbean-coronavirus-pandemic-guatemala-ddf445e5f465b6059eaacabc581ad8f3,2021-07-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-health-russia-coronavirus-pandemic-13fa4f76db1e710ffa0ca4b27ff1c8e1,2021-08-28 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-mexico-business-coronavirus-coronavirus-vaccine-20d7967e92ce227b6f43a4b2a3f52084,2021-04-29 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-africa-business-health-f12f52f782bfee278891d792a6c918c4,2021-07-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-business-turkey-kabul-009c82da7ec1604501041c920bbcfa69,2021-07-20 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-diplomacy-iran-nuclear-e0165bf6b4d6afc4c19369fb54e83781,2021-12-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-donald-trump-dubai-0daefcbee7d8e6776458d9389f740f21,2022-01-07 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-iran-nuclear-abc6ad92ecbceaac266ebb8d4b256e45,2021-07-13 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-iran-nuclear-united-nations-92bb9207ee7343a042512f4107a68f09,2021-12-15 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-iran-nuclear-vienna-a3a9843653a7a355dcb631bdeb134dbd,2021-11-05 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-iran-nuclear-united-nations-87a66054c42dc272904d3d730559ec96,2022-04-17 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-religion-elections-indictments-e587912e20fa88f7fb3f734e102bdf1b,2021-12-30 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-middle-east-russia-israel-vladimir-putin-3b708ca8c898ac032639bfffede7a48f,2021-10-22 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/europe-united-states-western-europe-madrid-terrorism-5756d66287def630882b123bdaf86123,2021-09-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/european-union-belarus-europe-poland-migration-ee8912d6998a95f421c97b7c99e06f55,2021-11-10 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
english,https://apnews.com/article/european-union-poland-belarus-europe-middle-east-222fc123a84f75ffddb9565223582550,2021-11-14 00:00:00.000,https://www.osac.gov/Content/Browse/News,[],False,False,False,False,False,
